filename,type
0X694CBB67193485BD,val
0X694D5E1CBC38D44E,val
0X694EE681A4D5697C,val
0X69549AA1CA32AE28,val
0X6955FFE50B579D53,val
0X6956919815606827,val
0X695821AC12CAAFD2,val
0X695AD46166A86635,val
0X695AF94E37EA61C5,val
0X695E8125B90E542F,val
0X69635DF0D0C9AE26,val
0X6963A8CAD6154CFB,val
0X6965979E40FD1758,val
0X696599CDFA651DB8,val
0X6965A9076612C2A4,val
0X6966D02D954A8BAD,val
0X696A6FF8D9099FD8,val
0X697A7501D6027B4B,val
0X6984F621BB01FA4F,val
0X6985788FAE5F8039,val
0X6986F2D866C7AF73,val
0X6988345BE72D9814,val
0X698851733B8DB622,val
0X698CD6F727626E9,val
0X698EF3292D6654DF,val
0X6992115DA901A8A0,val
0X699258A27B9C763D,val
0X699E3846EC61235F,val
0X699F48578122088,val
0X69A32C8856DC6879,val
0X69A37D716D3C1EE2,val
0X69A6D0FAEBA50027,val
0X69A75DB4A1B8CA28,val
0X69AAEA04AAA0FB9D,val
0X69AC0873700811D2,val
0X69AE1D1111FCFA43,val
0X69B0AC9B48CD793E,val
0X69B260632B8BF48A,val
0X69B8866270E7BC77,val
0X69B8DBAA13F1442B,val
0X69C0A8E401963AD7,val
0X69C213A7E1B58743,val
0X69C3D72C750DC976,val
0X69C480D704708196,val
0X69CAB2A980A78FCB,val
0X69D93F969C2F74F8,val
0X69D9E8315AEF4578,val
0X69DB3D6458D62410,val
0X69E3C8EB6D834974,val
0X69E429AEBAAEC0BD,val
0X69E48066CC72C3A1,val
0X69EA4A8D900C9F7,val
0X69EC4C1F3A5C6786,val
0X69F29FDEF96252D8,val
0X69F2D313767C34A9,val
0X69F424E89D494967,val
0X69F7556A5A45A5EE,val
0X69F8CA8E52A2E4E7,val
0X69F9014343EC83B3,val
0X69FC87BF17A55F65,val
0X69FD55350C07087B,val
0X69FF17A94F18585A,val
0X69FF2B134E1DF1B1,val
0X69FFCA63BE0569EF,val
0X6A028337AD76ADD0,val
0X6A048AD1DAAA1AB0,val
0X6A057FCAB5C853DE,val
0X6A0657D211ADDAFA,val
0X6A0C365DCBCF2BC0,val
0X6A0E0C2096A56020,val
0X6A11E31F14ADFDEE,val
0X6A13F71998AA06CA,val
0X6A1761B3A21AF4F2,val
0X6A17807E5BD87FA9,val
0X6A1AA81E9712AAFF,val
0X6A1B56577EBFA488,val
0X6A272C995486CF4B,val
0X6A306DFCAE00CABC,val
0X6A312BF878BA093F,val
0X6A345FD250E04AE0,val
0X6A359AD1490E6F4,val
0X6A38F525525AABEF,val
0X6A3EE162DF19062F,val
0X6A40752EF8FB5AB2,val
0X6A45FBB2F8991E0E,val
0X6A517CFB3CC37E24,val
0X6A5374D97C7E9202,val
0X6A56B3B7CF5AC64E,val
0X6A57513F8621F814,val
0X6A59ABB6D7C8F0BA,val
0X6A5AA7CA64C74AC1,val
0X6A6422046F7969F2,val
0X6A66AAE9B2D3C42C,val
0X6A672DABBE9F8660,val
0X6A86E26CF3DBBB34,val
0X6A878BE2BE37679E,val
0X6A9103398B308FE3,val
0X6A91B83DDA5ED01,val
0X6A95031DBF74CF5E,val
0X6A99F933F0F63900,val
0X6AA21353DB219B2E,val
0X6AA4D34DB3D5F6CA,val
0X6AA5302902FB3B83,val
0X6AAE22F1E3985AD6,val
0X6AAF124C7AD3E7E4,val
0X6AB2016D376D7783,val
0X6AB214EB6B92DC02,val
0X6ABAD097CBF31D41,val
0X6ABB8932C0471F4A,val
0X6AC075B8CAE1D6EF,val
0X6AC11E656F4E93A3,val
0X6AC5A4C46C17EDC0,val
0X6AC5DBD72B2B9C21,val
0X6ACAC4D295EF82BF,val
0X6ACCE729AC05AB06,val
0X6AD2C1663EF05305,val
0X6AD714938AE64D1B,val
0X6ADA9C1585183871,val
0X6AE2A159097AC945,val
0X6AE3A2071303CF5,val
0X6AE44761D3CEF95D,val
0X6AECECDB65A32BF,val
0X6AEDF24703853E45,val
0X6AEE34060EAF4A09,val
0X6AF3B88FF98DE62F,val
0X6AF702536B894D22,val
0X6AF72AAF6B829695,val
0X6AF8B5ACB5A3A683,val
0X6B0A6A101C2DA474,val
0X6B0DFC83DD945692,val
0X6B11CABFF1156096,val
0X6B1DB923FB0B3D34,val
0X6B1E22AC8DA7DC1B,val
0X6B1F4CDE430CF543,val
0X6B23E32A7A8721AE,val
0X6B27953A008A7289,val
0X6B2D065F4C186816,val
0X6B2DF895741FC467,val
0X6B2EFC4E87D3174B,val
0X6B2FE7C32EE5CCFF,val
0X6B339B82A5BC31E3,val
0X6B38A2D99D5A9A86,val
0X6B3A89FD473A9830,val
0X6B3B9DBE3492A37A,val
0X6B40061914A0E9A2,val
0X6B462232B332BB81,val
0X6B4A75FD6BC165AC,val
0X6B4CCBC68946C0C9,val
0X6B4FFBA68707FA0E,val
0X6B5BCB03E1D68359,val
0X6B61269F34260EB7,val
0X6B65849509F23240,val
0X6B6CE145549C8D00,val
0X6B6F3EC5EF795B2,val
0X6B7033724FFD6F8F,val
0X6B795206FC9812,val
0X6B79A0A18B813FF2,val
0X6B847242732C2FD4,val
0X6B84D4354376CA3F,val
0X6B8CAD148A81CBB1,val
0X6B944AB275F93DEF,val
0X6B9AC2C41A07C9AD,val
0X6B9AD5750DEB23A6,val
0X6B9BD7183EE0233C,val
0X6BA0C1F6396FBEA1,val
0X6BA1F9C41B2F3F5D,val
0X6BAE140DBD757831,val
0X6BAE7A563B2DD386,val
0X6BAEE8E7A0B91927,val
0X6BB43007F6D02580,val
0X6BB6FA41CE7DAC0A,val
0X6BB792FB95F3E857,val
0X6BB8FC06EB041453,val
0X6BBADD595AFAC303,val
0X6BBC4723F3165464,val
0X6BBD548654D21A11,val
0X6BC02B386AAEC4CF,val
0X6BC0B15E4B0FA423,val
0X6BCB3492D214A026,val
0X6BCD517148A647B3,val
0X6BCFA12367018AA4,val
0X6BD2B2D475E661ED,val
0X6BD400324E98B517,val
0X6BD647AB22EFCD94,val
0X6BDA434694AF0673,val
0X6BE01E7D45855CA0,val
0X6BE1E54E59745D35,val
0X6BE62DA9E887AC67,val
0X6BE91CF2978A1FEC,val
0X6BEA2DC58CE6450E,val
0X6BEA70A342F82F3A,val
0X6BEF1A4315F47874,val
0X6BF29A819EEFB22E,val
0X6BF32F3C69A2D30F,val
0X6BF4AAB4262F8FB,val
0X6BF648EA45DB6EC2,val
0X6BFB095DFDB65B76,val
0X6C0DE6F4A3F8EFA2,val
0X6C124671AA84BFE1,val
0X6C16E130ABB2C0E0,val
0X6C1D818071AF7631,val
0X6C2063707735D95A,val
0X6C27151F964430AB,val
0X6C27302CA6B46DDD,val
0X6C324F34DB86F19F,val
0X6C355568312FC87,val
0X6C3C503CF8149861,val
0X6C3D4D23B03718DD,val
0X6C3F001BAD38760,val
0X6C44C62622B476DC,val
0X6C47FA29EAF6395,val
0X6C4C18C40E312836,val
0X6C4EE7DD884416AD,val
0X6C5335E45E2F052C,val
0X6C547E1353778F5C,val
0X6C56FD0ECEF3C539,val
0X6C5861D9F2B5EFF5,val
0X6C5E836554770576,val
0X6C626BE4E38EF658,val
0X6C64E0A64888EDBD,val
0X6C64F98CFB71222C,val
0X6C6533842D5D2E66,val
0X6C68456E30B1AE43,val
0X6C6C283053A8DC92,val
0X6C6C7F4259045DFA,val
0X6C6ED89AB6CF2534,val
0X6C6FE0CFFBEAD9C0,val
0X6C7593CD60599D1B,val
0X6C78731607FD7813,val
0X6C7CDB2B104302C,val
0X6C7E4F3AAF2573E4,val
0X6C81D8D4564D664D,val
0X6C8252A775A3B208,val
0X6C8542DC18BC5C98,val
0X6C8C6BC50274E94B,val
0X6C8CB4F82AF7B5A8,val
0X6C8F8AAA4F2DE9D2,val
0X6C8FB4DE38C55D2D,val
0X6C9061C7323ED87F,val
0X6C907D7A293A0CA9,val
0X6C932939993E9192,val
0X6C94E0DE1DEA337F,val
0X6C96589B41EBA3C5,val
0X6C96E0DD4D10C326,val
0X6C99385E5A518B19,val
0X6CA28B9E9EEFF603,val
0X6CA2B6C0070FF76,val
0X6CA4C778D83B252F,val
0X6CA712DE9D936CB3,val
0X6CA7BA30601E7B44,val
0X6CABFFD99D718350,val
0X6CAC8D1727509CDC,val
0X6CAFD90BF9854990,val
0X6CB652160FFC36B7,val
0X6CB6C78C1078D1A2,val
0X6CB8A5B0526602,val
0X6CC0AFACCC801E35,val
0X6CC0DF8BF6E553D8,val
0X6CC547A27A1CBE03,val
0X6CC8195E8ADDBFE1,val
0X6CCA2353460A1836,val
0X6CCFED529BAD08F8,val
0X6CD095A9ED1F1D82,val
0X6CD225131815C9B3,val
0X6CD440699E013143,val
0X6CDF31281C0E6994,val
0X6CE3898CCC0AAC59,val
0X6CE8ED382B1D0373,val
0X6CEBD0FFB29FC4FF,val
0X6CEF1BA255C5E6F3,val
0X6CF243481B013517,val
0X6CF68B1A2BD187CC,val
0X6CF8F05F9BED6F35,val
0X6CFA2353220A32C3,val
0X6D0315D05748849F,val
0X6D06CFF7DED256F,val
0X6D07CDCEA188473E,val
0X6D0D293319783A87,val
0X6D1D29802905D6E0,val
0X6D239F747F460F,val
0X6D3A000B61658ABB,val
0X6D3D61BF45F96B11,val
0X6D48137E0CF883E3,val
0X6D49B9C90A557BF2,val
0X6D4A0B79F875979F,val
0X6D4A77DC8CD88E9A,val
0X6D4AB086ADFF664B,val
0X6D4AE6195D85472B,val
0X6D4E2F9ACA8A1563,val
0X6D53A880A0B92B8D,val
0X6D53B5EAD55FAE88,val
0X6D53E8439BFC46D9,val
0X6D55B39BC5165D15,val
0X6D55F9F3E6A2707A,val
0X6D5701FED374216,val
0X6D58693714718A15,val
0X6D606F9D4AEC7257,val
0X6D6388FC639CDA09,val
0X6D63B455802BB05F,val
0X6D643C5F5E40EF68,val
0X6D65F149D5EB3913,val
0X6D691277EEE275F2,val
0X6D6B651AC1031C7,val
0X6D6BF76192EEFF36,val
0X6D6FFE8C3D708E08,val
0X6D72498C03D60D6B,val
0X6D726D55FBF7CACD,val
0X6D72FA2CA90F4C15,val
0X6D74371D1009C455,val
0X6D7766F51CCDE3D7,val
0X6D7889E5615FCFD4,val
0X6D78CCCD9680F137,val
0X6D7DDE6E9744DAC6,val
0X6D81C99AA35EEE47,val
0X6D821F822F67B02A,val
0X6D872CF7C744613E,val
0X6D8C2E4FF14F1B01,val
0X6D8D7994A2AC5FCE,val
0X6D90906933A86358,val
0X6D90FEC0CDD49DC4,val
0X6D917AB5FBFE3EDE,val
0X6D92F22E42697C65,val
0X6D95CD13FD8931F2,val
0X6D9723FC15CFEE85,val
0X6D9E057CAE4BC5E0,val
0X6DA50442706CA23D,val
0X6DA6BCE4A78DB2FE,val
0X6DA6FDFFA83994BB,val
0X6DA7A894DA307F59,val
0X6DB14C93EAECA9A7,val
0X6DB22253FD5BBF94,val
0X6DB3B5B497DB6EA0,val
0X6DB4F287069B038D,val
0X6DB563A9A177BD82,val
0X6DB58A74F7F0CBDB,val
0X6DB5BC6BF960267F,val
0X6DB94B6B809039C7,val
0X6DBC9C8C7CCBE6E2,val
0X6DC399F2BCE4AB7D,val
0X6DC4325C689CEEDD,val
0X6DC4D4E665CE25B2,val
0X6DC72E2A34A6DFE8,val
0X6DCAB3CD5A485D45,val
0X6DD554CE5A1AE1B0,val
0X6DD62111845E1B9,val
0X6DDC0986DF75DB0C,val
0X6DDD5B0B4132C787,val
0X6DE38BD6E3584D03,val
0X6DE5DB58AD2E5577,val
0X6DE7AC1795267BA3,val
0X6DEB4032EBB054D9,val
0X6DED7FDA8466BE6E,val
0X6DF39A52E4048FF2,val
0X6DF8E050FC840A8,val
0X6DFE8F195ACC3BA4,val
0X6E00BE74552DB3BA,val
0X6E00FB047E13A652,val
0X6E0708618C053CB8,val
0X6E0E4A558108BADA,val
0X100009310A3BD7FC,val
0X1005D03EED19C65B,val
0X10075961BC11C88E,val
0X10094BA0A028EAC3,val
0X100CF05D141FF143,val
0X100E3B8D3280BEC5,val
0X100E491B3CD58DE2,val
0X100F044876B98F90,val
0X101026B90DAE7E95,val
0X1012703CDC1436FE,val
0X1013E8A4864781B,val
0X1018521A3BC5CDBA,val
0X101C388397F66EDB,val
0X101CFC9C5351DCBE,val
0X101E654AF3FC07A8,val
0X10267ADF2E644E0,val
0X102AE9C68B2C46DA,val
0X102CFB07F752AAE6,val
0X102DD1B9BE03716,val
0X102E453603FA1440,val
0X102E94908346DE1D,val
0X10365E52F01510B4,val
0X1039108E17193B1C,val
0X1039B49145DF4F25,val
0X103A55B2546EF36E,val
0X103BE163257D663A,val
0X1040C376CF369A01,val
0X1040D64234D3E916,val
0X1043D3D352972862,val
0X1045F1B5A0A5EA54,val
0X104D2C3D60AE3DE8,val
0X105039B849CDB1CD,val
0X10516E63208D8EA1,val
0X1055D6B76E5D7556,val
0X10569E00E4DFFF7D,val
0X1059077339EF0869,val
0X105B9EF57DE45DCB,val
0X105CDF495F9A9A43,val
0X105D400DBDB7A1FA,val
0X105E0E36E611D657,val
0X1062E316DF137FDB,val
0X10648BFB1458861,val
0X106766224781FAE2,val
0X106A8FDB8A83534B,val
0X106B384BEED608E3,val
0X106E73F4961CC47B,val
0X106EA7D9DEC59EA9,val
0X106FE6CF624D4C8C,val
0X1070ABA581A9A255,val
0X107458C8895A9AC9,val
0X1082BF2A3762D881,val
0X1088B755BC61AF23,val
0X108B163EEADDDABC,val
0X108B4B26B48E417B,val
0X1093398DC18FB3B3,val
0X1096572D64654BBD,val
0X1098A9CCA66A5DD0,val
0X109D27B0A540F9F6,val
0X10A28877E97DF540,val
0X10A5FC19152B50A5,val
0X10A9B17E26220232,val
0X10ABB3401FC5EC2D,val
0X10AD385C206C85C,val
0X10B04432B90E5AC2,val
0X10B063E16BA7BEE3,val
0X10B13E581B12A53C,val
0X10B7505562B0A702,val
0X10BC6AA53115AA06,val
0X10BD75A3203C3BB9,val
0X10BFDDD409BA5A7A,val
0X10C2D4AA0721C0FB,val
0X10C4823DD13E1869,val
0X10C53B6D1D01A54A,val
0X10CA19FBE6D26A71,val
0X10D11D93FB71B19C,val
0X10D1B5DDEBC0E3C8,val
0X10D278E3FD2DE072,val
0X10D5F8CF0EB124,val
0X10D8F5659B144070,val
0X10DEF75CF6DC6B84,val
0X10E197789006C3D5,val
0X10E47D630E15DE12,val
0X10E57E24DBA5788,val
0X10E60C3C123CAEB8,val
0X10EFC1D17C7FB199,val
0X10F04F8DFB86BAEE,val
0X10F6FD4A9C6A458E,val
0X10FCACE551DE0CEB,val
0X11000DD0D10B399F,val
0X1100A0AA0BDBAE92,val
0X1106795368C7DE44,val
0X1108EED6EC60971E,val
0X110A2E1C465B1B53,val
0X11109B2A42A4C76E,val
0X11116A740B44446A,val
0X1112442D58D48C79,val
0X111D3734D84AA8B8,val
0X111EDA8A1E44169C,val
0X1123724D7C9FAF61,val
0X1124D3D938A98B7B,val
0X112505A983BB4D8E,val
0X112668E4C7655E1A,val
0X112862331B7E140E,val
0X1128628F2CE14FF4,val
0X1129FFF0D45D7EFF,val
0X112B93363FA20D8B,val
0X112D0A3D2ACB8800,val
0X112E05F05062753E,val
0X112EF236E1F676E4,val
0X112F1A9C7DF4A5F2,val
0X11303E45952732BD,val
0X113195610E41EF2,val
0X1131FB2A374D34F5,val
0X1134CC5B50757EEF,val
0X113E6AD75AB62781,val
0X113E9F83E605C0F5,val
0X113F9B4D1F9FA03,val
0X1143688D7F946644,val
0X11445CEF92745462,val
0X114B58E6B34E55F1,val
0X114DED900F0C2D7D,val
0X1150BD0249677E8F,val
0X1151059A7824211,val
0X1151F27F45E9644F,val
0X11537FCF989575BB,val
0X1154F8CD483D5CD5,val
0X115841DA5E9DC64D,val
0X11648EA1AD4AE177,val
0X1167650B8BEFF863,val
0X11679CCF8428C87,val
0X116D6A1EFDD8E226,val
0X11751D404DAD3313,val
0X117CAE6A13AA3F5,val
0X117F243A9D657663,val
0X117FFBEE3018EEF,val
0X1185DA5AB0D9BE6A,val
0X11861625D2695B1F,val
0X118EF5AEED2E28EC,val
0X119154A48FDF0A82,val
0X1192B98E520E87C8,val
0X119C98019EFAA0F4,val
0X11A07A83B21CFE1E,val
0X11A3165A8DC20F2D,val
0X11A3EC0D91F0CD3B,val
0X11B7D2EE96990A8D,val
0X11BC6C9DEA4C94C7,val
0X11BDF610427B903F,val
0X11BE656DE80C9CF2,val
0X11C1412786BCBB50,val
0X11C5F414FDFFA6FE,val
0X11C89001BEF939E2,val
0X11C9572ABEDC9715,val
0X11CC3D00A37FE7DF,val
0X11D525180CDD1ECD,val
0X11D53502D38B208F,val
0X11DA79F89EE37D3B,val
0X11DD5C8CC2A4D225,val
0X11DF3DEE0B2544FE,val
0X11E0A9338456F4AA,val
0X11E371F35DEBE8B4,val
0X11E3FA2DD4ADD675,val
0X11F088FA228B2BE8,val
0X11F7628563B5B391,val
0X11F798A4F0181ACF,val
0X12006C9A54BEED76,val
0X1205884E675E58B9,val
0X120CAF5F957C906C,val
0X1210DA53C9475EBF,val
0X1212FB5C4E7021B8,val
0X12143BF23189A122,val
0X12185F79407DF986,val
0X121968806D66B71F,val
0X1219DA80A35E3B5F,val
0X121ED339D11C4F6B,val
0X1222EAE9D581E210,val
0X1225C19111629C6F,val
0X1227CDDF6A114129,val
0X123B2FFEBC042304,val
0X123BE57301362DA4,val
0X123D5FE0A5DC7E1D,val
0X123F96492CB893D6,val
0X124030F8B3C1A5AF,val
0X12430512E2BBCD55,val
0X124823D11EF8E321,val
0X12508E9DD1BA59B5,val
0X125C10BA973D3B07,val
0X1262A9E08289B606,val
0X126C02C8B984672B,val
0X126D2362E5A0A3E2,val
0X12743BE18328C2CB,val
0X12746954583128D,val
0X1276054526651444,val
0X127779E8265AE7DF,val
0X127A2C51D192532D,val
0X127D3AEEA73EDE76,val
0X127F452F06A3EE97,val
0X12807854DFA9CC01,val
0X128C3C2C3A7496CB,val
0X129133A90A61A59D,val
0X129682A2ECCD415,val
0X1297B85A51C2B20A,val
0X129C303CC617D208,val
0X129CDFF3A684DDB9,val
0X129ED481CEECBD9,val
0X12A72A2C6FF4C400,val
0X12AD71F42865D2A,val
0X12B41FA5409312FE,val
0X12B468050091669,val
0X12B70D2902C13E73,val
0X12B79C738400F3,val
0X12B9FFDEA456E877,val
0X12BAD5FBFC3E4F2A,val
0X12C75A801CBD284A,val
0X12CC84ACC62427C1,val
0X12D510DA18959EE3,val
0X12D56DAF10A98037,val
0X12D7CFBEBDF0EAAF,val
0X12DAF7D942F818A0,val
0X12DC39D816351E0D,val
0X12F2890C7AEA52E8,val
0X12F3277B0A6EE866,val
0X12F3CF2F58EC699B,val
0X12F535C804FC3F13,val
0X1303B567B01D9D71,val
0X130914FFD198255E,val
0X130ABC17C55FD6B5,val
0X130B57359B0E6F00,val
0X131AEF344C28F4B2,val
0X132A335840604190,val
0X132C1E8DBB715D1D,val
0X132E461F48559F6B,val
0X1335F88662E38FD5,val
0X1337E8945A141439,val
0X13381981E598316E,val
0X1339B9E81946F0E8,val
0X133BD3C195F9EA2,val
0X133C22A8F4C643C,val
0X133F1774D5859CF4,val
0X133F50BB99C6E09,val
0X13419AC126FD7685,val
0X1345D6698FB8834D,val
0X13491A03D3184C5A,val
0X134A337D9B4C1948,val
0X134CE85850028C74,val
0X1351FD090B93589F,val
0X135A31260870D960,val
0X135AADB11C76E482,val
0X13621A689D1114C3,val
0X1364306109381555,val
0X136492E67BFF8CB3,val
0X136601DC3725F327,val
0X1366FB9F3F37807D,val
0X13682394806BB587,val
0X1369E49954F0EAEC,val
0X13745EE94756A394,val
0X13881965FA7312E,val
0X13888ED03221D0D4,val
0X138BF0FABD298C5,val
0X1390B905E366F035,val
0X139DEEAD6326D6C5,val
0X13A3E602CCA508D6,val
0X13A4AE3152A4D752,val
0X13A5B3EF1C1004FC,val
0X13A5F88444B588E0,val
0X13ACF1360A23F50F,val
0X13B0A1DABEDA5EDF,val
0X13B4430D1930FF80,val
0X13B5EC7F42AF217,val
0X13B783ADFB252C8,val
0X13B98D39BC103032,val
0X13BD3AC66BD12220,val
0X13BF1C6E527440F,val
0X13BF81440466675F,val
0X13C061D2FD255419,val
0X13C378D617ABCBEF,val
0X13C611744D86E729,val
0X13C7281794656150,val
0X13CAF66BDD4EBEA0,val
0X13CE2039E2D706A,val
0X13CE28139B5F8E2D,val
0X13D0DD096DFED1C7,val
0X13D1459C51B5C32E,val
0X13D6BC74D088CACA,val
0X13D9B0A4BC16701D,val
0X13DEAEAFDF1338AD,val
0X13E043A35E3EB490,val
0X13E260DF39629AC9,val
0X13E488CF5C7C934C,val
0X13E9B31F9C5D5660,val
0X13EFD6BF683801F,val
0X13F04450E6B7D249,val
0X13F0F314138CE831,val
0X13F52A775D9F62D0,val
0X13F7CAB4C719ACA3,val
0X14017B26554F7A5E,val
0X140A0F27BE9116F5,val
0X140AAFB14918E8A4,val
0X140D4A2F475712FA,val
0X141103C96A34DA6C,val
0X1412F3A856C40C82,val
0X141E714781DEE463,val
0X142C9C144BF16FAE,val
0X142CA9754A01C189,val
0X142D95A439C28FD0,val
0X142EFADA9AF9DC99,val
0X143952B6F3131E88,val
0X1439627ADB475793,val
0X143B72A804BC7AE7,val
0X143D9B52A85BF561,val
0X1444E316F0AD1ECD,val
0X144DF7C585233D4C,val
0X1453F1CB3615D8E6,val
0X14586BA47B83C598,val
0X145985C5A34EFCC,val
0X1459E82A63876D49,val
0X146617301504663D,val
0X1469FC68080F968F,val
0X146DFEE92CCEC4E2,val
0X146FA81A1880E0DB,val
0X148B59B7E2DE8071,val
0X148BFBF596042FF5,val
0X148FD32A15B26865,val
0X148FFCBF4D0C398F,val
0X1494CF8E521C3FEF,val
0X1498806542CEE367,val
0X1499CC196E57EFB,val
0X149C551B9CC4DED,val
0X149CE42387608CEC,val
0X149D7652015AA236,val
0X149DCE7F77B408F4,val
0X14A6F87817547A95,val
0X14A943AC8D162D36,val
0X14A96DC7D16968CA,val
0X14AD611ACCAD1161,val
0X14AE436F61819521,val
0X14B62F1593336331,val
0X14B9AD04DC394090,val
0X14BF7A33B6A3FAC4,val
0X14BFDFE46468D601,val
0X14C05BE120AEAFA3,val
0X14C5B3A3DFECAC76,val
0X14C8F7E6EBDBC708,val
0X14C8FE5C30084CB3,val
0X14C9558E01709E65,val
0X14CA2B7814B1B9EF,val
0X14CFCEAD6539D3DC,val
0X14D50036EAB69EA,val
0X14D6CCAC550E278B,val
0X14DDD7911ED612B8,val
0X14E954E2A0878925,val
0X14E98112C64DA88B,val
0X14EAF6EAE837F32D,val
0X14F0C15097590562,val
0X14F4B815A5210B8A,val
0X14F639B3E0EC3A72,val
0X14F7F25545E76A73,val
0X14FC5096F3E4145D,val
0X14FC7EEB6ACFE0BF,val
0X1502E38D5D99E2E4,val
0X15031D084B3EEC96,val
0X15146FB55B5697A0,val
0X15213080EC9FA05,val
0X15260A2D31648922,val
0X152F36A552DD2930,val
0X152F4B797A15C43F,val
0X1531B80C56297FD2,val
0X153A76426320A57B,val
0X153F6AD036CBC30B,val
0X1545ED054E5CE01D,val
0X154827D058D6A9D0,val
0X154A3BABDF5193B6,val
0X1556825C5295368F,val
0X155A7771ACB14472,val
0X155E07DE20CF09F5,val
0X1563E9D9834E5A52,val
0X1564DE8D0D40F195,val
0X15672D90E3EC7303,val
0X156A170A2372A74D,val
0X156B1DF0112EDD64,val
0X156F3A66548E593A,val
0X1572A0615437CE09,val
0X157528EBA14B2EB6,val
0X157AC89BC2BB953E,val
0X157BF8C4D154D45D,val
0X158518565B5C46D8,val
0X15861B0853DB6E4D,val
0X158B03C45BB55DAC,val
0X158C469B8C462A10,val
0X1592A79667250EA1,val
0X159307C65686B64D,val
0X1597DA4581B6F4AD,val
0X1599E3BC17BB6A01,val
0X159BDA520C61736A,val
0X15A62E3A92DFFF7,val
0X15A89931D5E83C23,val
0X15AA1BAFC9C0CCB2,val
0X15ACD275B96CDD05,val
0X15B26FE0D3CD6E0F,val
0X15B2A840A070DCC9,val
0X15B6905E8EC410FA,val
0X15B980AC8A6B5EF1,val
0X15BA82A1F6BF8B6,val
0X15BE180F1CCF0F3B,val
0X15C0D7DBFF8E4FC8,val
0X15C904A855E4FF2B,val
0X15CBECA136CF18CD,val
0X15CC2CDE8C2CD542,val
0X15CC6C50F1763B61,val
0X15D24A43FD766AB9,val
0X15D27BEDBDC09AA0,val
0X15D82D31755657,val
0X15D8B127660F649C,val
0X15D9F9EC9BA764E7,val
0X15DA8D60960ABB2B,val
0X15DC7EFD8DB3D0A6,val
0X15DF6B9DA16DAD07,val
0X15E22119724FDD7D,val
0X15E8BE2AE8C05C88,val
0X15E987778BEC99D5,val
0X15E9928F7242538E,val
0X15F1317B1354152B,val
0X15F216DB6201C0F,val
0X15FFEB32E5D2ECF2,val
0X1603C982E33D045E,val
0X160563B6A541752C,val
0X160C233C08E7E8DE,val
0X160DBDFED541D2D9,val
0X160E1BD0E636CC69,val
0X160FFE14D950D4C0,val
0X1611B3A479A63A01,val
0X16134D6B554889A,val
0X16139FAA2B68E8FD,val
0X16148C355E993321,val
0X1616791A7190BBA0,val
0X1619E4697D8673B4,val
0X1622EDE923576CF4,val
0X1623BBE488F0EC89,val
0X162DC693CC98C01F,val
0X163D02E41A3A93D,val
0X163EBCB6784FC30B,val
0X163FFB185E479D0C,val
0X164D9C71CC801B34,val
0X164E6F5DA8503204,val
0X1653CEFBC9986D9F,val
0X1655D3F044EB6BB2,val
0X1655F3F4D2943C1D,val
0X16562EC4F3B6646B,val
0X1659FD6165A50811,val
0X165D339CF0773DFD,val
0X165EC58045A8A8BF,val
0X166087A5E749713A,val
0X166A033F6DC02086,val
0X166B0D5A9407635F,val
0X166B717BBC2ECADA,val
0X166BF85033848E4E,val
0X166F42C7B9DD12C,val
0X16763AF254837506,val
0X16765E1EDC5E93BE,val
0X1677A8B7AAA975A1,val
0X167EC6F7A8986FED,val
0X167F487F9DF04A97,val
0X168065C1F6FCF27C,val
0X1685EEE356F42581,val
0X16862634E89FB736,val
0X1689802F6D3093D2,val
0X16902A1B1A139923,val
0X169062AB1FF38E72,val
0X1694973B204EAB,val
0X16967BF5B2546925,val
0X169B747DFB6D2415,val
0X169BC7341D79E051,val
0X169D3A3AC16C2CE2,val
0X16A017AC10918091,val
0X16A129DE47B81909,val
0X16A6CEDE7F61E211,val
0X16A9F4D08E4677A1,val
0X16ACC4514A457BBA,val
0X16AF26F9A372EEDE,val
0X16B28DDAC5D81FDF,val
0X16B2D41C50E4082C,val
0X16B5A10BF77BE425,val
0X16B76AB7F9D95270,val
0X16B85222D7B28245,val
0X16BB1F509B1D9721,val
0X16CEA7710E200570,val
0X16CFBE094453AA79,val
0X16CFE39107BFF8A7,val
0X16D883017E8A7734,val
0X16F87B98A2C09E62,val
0X16FA4A372C724D22,val
0X16FBD79EE1C8DA26,val
0X16FC9AA0AD5D8136,val
0X16FE5AFA8320ACD3,val
0X1702B6CCB7E8812B,val
0X1702CEEC44104760,val
0X17057442E198A967,val
0X17098CFCB688AD91,val
0X170AA34F7E4EFB6B,val
0X170DDD15D26D5F83,val
0X170F2698C1A90A77,val
0X1711A2ED181823F0,val
0X17174AB357750B03,val
0X17190A139A853180,val
0X17197B4B5AE30CC7,val
0X171A7C9E7E1129D,val
0X171A888D1B17304F,val
0X171B390B95FD0FAE,val
0X171B52ED0054DF49,val
0X171C87FA9E52210F,val
0X171C9D28B996267E,val
0X171CF9695943319A,val
0X171FD888481D524D,val
0X1725C38816FAAED5,val
0X17270F0DF580E06B,val
0X172821226E303BA6,val
0X1729DA199F862403,val
0X172CA389F7A02EEF,val
0X172D986B9780F9DE,val
0X172F640B239CBFCA,val
0X172FE96C1B43E4CF,val
0X17344D3535D790EF,val
0X173A0C055813A634,val
0X173D74409C3E5652,val
